YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2010,Trinidad-Tobago,52,latin America,1,0,0,34.8,83.5,0,1028000,5.905,18.988955441,14298,1.328095,3569.325,.4806816,.27951914,14403.7,210,,7.9520845,6.3755083,9,50,36,81.699997,60,70,0,.774041,0,0,,0,.939394,1,5,34.799999,,13.559381,1,0,0,0,0,0,,0,.000099999997,4.446218,0,0,44462.18,-.092225835,-.37392917,-.12257428,2.3902037,,-.25613043,0,.67310572,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4473137394.5,TTO,1,3569.325,4540.549488878823,.00022023766,235565216,3.198421,1.3554341,1.2437606,3.563385,1.3304285,.063596606,1.9277496,-.98707879,3.8155789,6.0691986,1,1,1,1,0,0,0,0,1,1,-.69848841,1,.31258416,.2424359,1.2893476,1,-1.9179344,1,.063407399,.027559664,2.3007319,1,1,1,1,1,0,0,0,-15.18,0,-.062520295,3.5496173,9.5752401,2.9438574,1.8524638,0,-8.5979748,-9.4663715,,,,,,,,,0,
2011,Trinidad-Tobago,52,latin America,1,850,1,43.1,83.599998,0,883000,6.337,18.684797709,14016,1.333082,3569.325,,,14403.7,210,,16.879215,6.4093008,9,50,36,81.699997,60,70,0,.66237485,0,0,,0,.95121902,1,5,43.099998,,13.403587,1,850,0,0,1,43.099998,,13.403587,637.62018,4.7536459,0,.007455294,.007455294,.26728737,-.37392917,-.1267864,-.20845258,,-.41192365,0,.080517799,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5365196944,TTO,1,3569.325,4540.549488878823,.00022023766,287142368,4.07972,1.3554341,1.2437606,3.4988263,1.5326149,-.39185572,1.8653936,-.98707879,3.8155789,5.939362,1,1,1,1,0,0,0,0,1,1,-.42470291,1,.36453786,.33552662,1.0864649,1,-1.6447127,1,.10315955,.050014537,2.0625913,1,1,1,1,1,0,0,0,-15.18,0,-.050010934,3.7635231,9.5752401,2.9277103,1.8577502,0,-8.7986012,-8.5419931,,,,,,,,,0,
2012,Trinidad-Tobago,52,latin America,1,0,0,38.7,82,0,709000,7.728,18.969119068,14183,1.337439,3569.325,,,14403.7,210,,-2.5172541,6.4296026,9,50,36,69.900002,60,70,0,.53011763,0,0,,0,.952703,1,5,38.700001,,13.180854,1,0,0,0,0,0,,0,.000099999997,5.7782073,0,0,57782.074,.076702133,-.37392917,-.13177522,3.1687043,,-.63465637,0,1.0315977,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5518222758,TTO,1,3569.325,4540.549488878823,.00022023766,290905600,4.1440225,1.3554341,1.2437606,4.2427735,1.6578174,.32682282,2.3816667,-.98707879,3.8155789,7.0143361,1,1,1,1,0,0,0,0,1,1,-.86420047,1,.27462196,.19373889,1.417485,1,-1.7363976,1,.088347547,.041246776,2.1419261,1,1,1,1,1,0,0,0,-15.18,0,-.048452072,3.6558397,9.5752401,2.9428124,1.8609127,0,-8.7892122,-9.4741316,,,,,,,,,0,
2005,Mexico,70,latin America,1,0,0,44.4,73.5,92,10893000,73.687,866.346,7824,110.731826,3369.053,.85822338,.53635222,12467.17,552,3.5,5.4090471,10.897892,5,50,36,75.199997,50,70,.83083612,.098372802,0,0,0,0,.91044801,0,7,44.400002,-.18532272,11.49652,1,0,0,0,0,0,0,0,.000099999997,.66545457,0,0,6654.5459,.32359681,-.33063841,-.1480609,.1804816,-.18532272,-2.3189909,0,.15234756,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146264500000,MEX,1,3369.0527,2468.404887653351,.00040511994,168829200,2.0581024,3.9173989,1.2437606,3.9995582,1.1999764,.53430712,2.1692004,-.98707879,3.8155789,6.5719423,0,0,0,0,0,0,0,0,0,0,-1.1565082,1,.20439638,.12373667,1.6518658,0,-.50150096,0,.3518008,.3080093,1.1421759,0,0,0,1,1,2,0,0,-15.18,1,-.093818478,3.7932394,9.4308538,6.7642841,2.3885694,0,-4.9243088,-5.6922789,.005301178,.005301178,40.210189,.80555999,.71232998,.68493003,180480000,17.50963,0,-.21621761
2006,Mexico,70,latin America,1,0,0,33.3,69.699997,168,15174000,82.965,909.676,8114,112.116694,3369.053,.84866101,.51080441,12467.17,560,3.2,6.3001266,10.899241,5,50,36,57.400002,50,70,1.4984387,.13534112,0,0,0,0,.932836,0,7,33.299999,.40442371,11.815554,1,0,0,0,0,0,0,0,.000099999997,.73998791,0,0,7399.8794,-.1571981,-.2958529,-.14666644,.2240437,.40442371,-1.9999568,0,.12173937,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167314000000,MEX,1,3369.0527,2468.404887653351,.00040511994,183927024,2.3160789,3.9173989,1.2437606,4.0755148,1.4092265,.13997087,2.1805952,-.98707879,3.8155789,6.5956688,1,1,1,1,1,1,1,1,1,1,-.6657595,1,.31964111,.2527824,1.2644912,1,-1.9772147,1,.056493625,.024008684,2.3530498,1,1,1,1,1,2,0,0,9.0312138,1,-.069525875,3.5055573,9.4308538,6.8130884,2.3886931,0,-4.6987734,-5.715641,.0067535141,.0067535141,49.940178,.84706002,.71765,.72352999,269810000,17.726336,0,-.16598372
2007,Mexico,70,latin America,1,100,1,50,76.199997,72,15565000,91.04600000000001,938.314,8265,113.529819,3369.053,.82181901,.496337,12467.17,485,3.4000001,4.907002,10.928192,5,50,35,77.599998,50,60,.63419461,.13710055,0,0,0,0,.9375,0,7,50,-.45539942,11.82847,1,0,100,0,0,0,0,0,.88082588,.80195671,0,0,.91046,.5661599,-.34088442,-.14660007,-.2083998,-.45539942,-1.9870408,0,.11109908,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,174699000000,MEX,1,3369.0527,2468.404887653351,.00040511994,186183936,2.3546429,3.9173989,1.2437606,4.099577,1.2502856,.60544151,2.2445149,-.98707879,3.8155789,6.7287612,1,1,1,1,1,1,1,1,1,1,-.51798981,1,.34885627,.30223268,1.1542639,1,-1.6385096,1,.10421539,.050657712,2.0572462,1,1,1,1,1,2,0,0,9.0312138,1,-.064538524,3.9120231,9.4308538,6.8440847,2.391346,0,-4.6455584,-5.6795239,.006971553,.006971553,56.575837,.82236999,.67105001,.64934999,113390000,17.851093,0,-.19556487
2008,Mexico,70,latin America,1,210,1,24.1,77.099998,83,12528000,87.443,951.454,8276,114.968039,3369.053,.8026852,.49175221,12467.17,549,3.5,6.0012531,11.129717,5,50,33,79,50,60,.7219398,.10896941,0,0,0,0,.92000002,0,7,24.1,-.32581353,11.598823,1,0,210,0,0,0,0,0,1.8265946,.76058531,0,0,.41639525,-.55569464,-.33631244,-.14766119,-.20842868,-.32581353,-2.2166882,0,.029613864,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,184795500000,MEX,1,3369.0527,2468.404887653351,.00040511994,194224320,2.492029,3.9173989,1.2437606,4.0369143,1.5167086,-.31278536,2.0954199,-.98707879,3.8155789,6.4183187,1,1,1,1,1,1,1,1,1,1,-.46568996,1,.35794637,.32071874,1.1160756,1,-.90936893,1,.26383945,.18157771,1.4530388,1,1,1,1,1,2,0,0,9.0312138,1,-.083381593,3.1822119,9.4308538,6.8579912,2.4096186,0,-4.6364393,-5.7265425,.0070202681,.0070202681,66.55202900000001,.81506997,.69862998,.67360997,149140000,18.013494,0,-.20448132
2009,Mexico,70,latin America,1,0,0,36.8,82.900002,431,68041000,84.047,906.732,7788,116.422752,3369.053,.8073076,.48121238,12467.17,517,5.1999998,3.5369365,13.513475,5,50,35,80.199997,50,60,3.7020254,.58443046,0,0,0,0,.89436603,1,7,36.799999,1.3088801,13.278393,0,0,0,0,0,0,0,0,.000099999997,.72191215,0,0,7219.1216,-.0055961409,-.18103485,-.1297265,.21347904,1.3088801,-.53711748,0,.19073658,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,153660000000,MEX,1,3369.0527,2468.404887653351,.00040511994,169465728,2.0689785,3.9173989,1.2437606,3.9278371,1.367303,.29354069,2.1427393,-.98707879,3.8155789,6.5168457,1,1,1,1,1,1,1,1,1,1,.014949448,1,.39889771,.50596374,.78839189,1,-.93722576,1,.25714001,.17432122,1.475093,1,1,1,1,1,2,0,0,9.0312138,1,-.11164016,3.6054978,9.4308538,6.8098469,2.6036873,0,-4.5819311,-5.5569706,.0096111214,.0096111214,43.496722,.81159002,.64493001,.63042998,184460000,17.588196,0,-.20875998
2010,Mexico,70,latin America,1,0,0,37.5,84.5,623,95988000,85.75100000000001,953.068,8085,117.886404,3369.053,.80072021,.48245177,12467.17,404,5.1999998,4.4851575,12.636008,5,50,36,82,65,60,5.2847486,.81424153,0,0,0,0,.88888901,1,7,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.72740364,0,0,7274.0366,.024724286,-.098566934,-.12105789,.21668863,1.6648251,-.20549823,0,.23904513,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,197620500000,MEX,1,3369.0527,2468.404887653351,.00040511994,207351936,2.7163405,3.9173989,1.2437606,4.2417302,1.6550083,.27768338,2.3685052,-.98707879,3.8155789,6.9869318,1,1,1,1,1,1,1,1,1,1,.098651573,1,.39700571,.53929251,.73616022,1,-.8004061,1,.28959742,.21173778,1.3677173,1,1,1,1,1,2,0,0,9.0312138,1,-.11778289,3.624341,9.4308538,6.8596864,2.5365505,0,-4.4804921,-5.3134484,.014065802,.014065802,60.369008,.81343001,.68656999,.64178997,470480000,17.915987,0,-.20649539
2011,Mexico,70,latin America,1,220,1,50,85,335,93680000,85.599,991.616,8308,119.361233,3369.053,.78666002,.49845305,12467.17,347,5.3000002,5.287868,12.423325,6,50,33,81.199997,65,60,2.8066063,.78484446,0,0,0,0,.90361398,1,7,50,1.031976,13.573241,1,220,0,0,1,50,1.031976,13.573241,1.8431445,.7171424,0,.38908637,.38908637,.5661599,-.22769074,-.12216677,-.20843028,1.031976,-.24226972,0,.16382515,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,231445500000,MEX,1,3369.0527,2468.404887653351,.00040511994,233402352,3.161464,3.9173989,1.2437606,4.4792914,1.6303284,.55788463,2.5223119,-.98707879,3.8155789,7.3071852,1,1,1,1,1,1,1,1,1,1,.34509856,1,.37588012,.63498986,.59194666,1,-.56637883,1,.33982277,.28556815,1.1899884,1,1,1,1,1,0,0,0,-15.18,0,-.10135302,3.9120231,9.4308538,6.8993359,2.5195758,0,-4.3717113,-5.2252669,,,,,,,,,0,
2012,Mexico,70,latin America,1,0,0,39.7,82.599998,118,91654000,98.377,1031.11,8532,120.847477,3369.053,.777511,.50083119,12467.17,337,4.9000001,3.2086725,13.169458,6,50,31,72.900002,60,60,.97643745,.75842708,0,0,0,0,.89473701,1,7,39.700001,-.023844587,13.539001,0,0,0,0,0,0,0,0,.000099999997,.8140592,0,0,8140.5923,.12001698,-.32305184,-.12316325,.26733574,-.023844587,-.27650863,0,.15828532,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,248174000000,MEX,1,3369.0527,2468.404887653351,.00040511994,240686256,3.2859242,3.9173989,1.2437606,4.6204386,1.7135286,.30186379,2.5478559,-.98707879,3.8155789,7.3603721,1,1,1,1,1,1,1,1,1,1,.34289792,1,.37616476,.63416237,.5931679,1,-.33129933,1,.3776384,.37020919,1.0200676,1,1,1,1,1,0,0,0,-15.18,0,-.11122546,3.6813512,9.4308538,6.9383912,2.5779004,0,-4.3101621,-5.2906437,,,,,,,,,0,
2005,Guatemala,90,Latin America,1,0,0,57.1,82.400002,64,1105000,.386,27.211230374,2146,12.678919,3318.1431,.50071013,.33889693,13351.5,344,,5.6344843,7.633944,4,30,24,73.400002,30,70,5.047749,.087152541,0,0,0,0,.85156298,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.030444236,0,0,304.44238,.87369525,-.11091582,-.14848414,-.19065943,1.6189424,-2.4400954,0,.24898288,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3077649224,GTM,1,3318.1433,2999.736495327377,.00033336261,113102168,1.1058942,2.9230378,1.2437606,2.8649857,.7095657,.73676419,1.5846629,-.98707879,3.8155789,5.3548298,0,0,0,0,0,0,0,0,0,0,-2.1283662,1,.041423377,.016653365,2.4873879,0,-.99288517,0,.24369228,.16038296,1.5194401,0,0,0,1,1,0,0,0,-15.18,0,-.16068183,4.0448041,9.4993839,3.3036299,2.0326047,0,-7.3831992,-8.8492804,,,,,,,,,0,
2006,Guatemala,90,Latin America,1,0,0,50,76,103,1866000,.436,28.675122167,2207,12.995374,3318.1431,.31424034,.38765946,13351.5,344,1.8,4.993938,7.6026306,4,30,22,75.199997,50,50,7.9258971,.14358956,0,0,0,0,.87096798,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.0335504,0,0,335.504,.5661599,.039050318,-.1463553,-.188844,2.0701356,-1.9407964,0,.28391072,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3422354108,GTM,1,3318.1433,2999.736495327377,.00033336261,119349240,1.2126379,2.9230378,1.2437606,2.8424003,.89806765,.49452743,1.5852369,-.98707879,3.8155789,5.3560257,1,1,1,1,1,1,1,1,1,1,-1.6794317,1,.097375184,.046533972,2.0925612,1,-2.6045301,1,.013423786,.0046000169,2.9182038,1,1,1,1,1,0,0,0,-15.18,0,-.13815007,3.9120231,9.4993839,3.35603,2.0284944,0,-7.2507668,-9.8025494,,,,,,,,,0,
2007,Guatemala,90,Latin America,1,0,0,42.9,77.800003,80,2331000,.614,30.482822556,2289,13.317931,3318.1431,.42535999,.34909362,13351.5,344,2.5,7.1359692,7.6733041,4,30,25,80.199997,50,60,6.0069389,.17502719,0,0,0,0,.87692302,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.046103258,0,0,461.03259,.25862452,-.060937151,-.14516945,-.18150729,1.7929153,-1.7428139,0,.19285008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3672688438.5,GTM,1,3318.1433,2999.736495327377,.00033336261,120483872,1.2320254,2.9230378,1.2437606,2.8448639,.90516269,.23699497,1.5272709,-.98707879,3.8155789,5.2353296,1,1,1,1,1,1,1,1,1,1,-1.5331144,1,.12317386,.062623829,1.9668847,1,-2.2470443,1,.031951293,.012318597,2.5937445,1,1,1,1,1,0,0,0,-15.18,0,-.13133606,3.7588718,9.4993839,3.4171634,2.0377474,0,-7.3308325,-9.9374599,,,,,,,,,0,
2008,Guatemala,90,Latin America,1,0,0,23.5,77.099998,108,2969000,1.188,31.482993017,2307,13.648307,3318.1431,.39403275,.36736038,13351.5,344,,9.4406967,7.5600286,7,30,26,78.400002,50,50,7.9130692,.21753614,0,0,0,0,.84666699,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.087043762,0,0,870.43762,-.58168358,.038381919,-.14356598,-.15757902,2.0685158,-1.5253903,0,.14010677,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4221535403,GTM,1,3318.1433,2999.736495327377,.00033336261,134089392,1.464503,2.9230378,1.2437606,2.8430934,1.2115531,-.44524062,1.4733872,-.98707879,3.8155789,5.1231341,1,1,1,1,1,1,1,1,1,1,-1.4265784,1,.14420758,.076850727,1.8764634,1,-1.8468837,1,.072481193,.032382,2.2383173,1,1,1,1,1,0,0,0,-15.18,0,-.16644782,3.1570003,9.4993839,3.4494474,2.0228751,0,-7.3337464,-11.497387,,,,,,,,,0,
2009,Guatemala,90,Latin America,1,0,0,33.8,82.699997,143,3231000,1.051,31.648605447,2262,13.988988,3318.1431,.4096866,.36231956,13351.5,344,,3.5432804,8.1615553,8,30,28,78.400002,50,50,10.222326,.23096739,0,0,0,0,.87323898,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.075130522,0,0,751.30524,-.13554068,.15870593,-.14305934,-.16454189,2.3245742,-1.4654788,0,.24957746,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3639897624,GTM,1,3318.1433,2999.736495327377,.00033336261,115009728,1.1384887,2.9230378,1.2437606,2.6927087,1.0779047,-.049170848,1.4594942,-.98707879,3.8155789,5.0942063,1,1,1,1,1,1,1,1,1,1,-.88654679,1,.26930219,.18766147,1.4350425,1,-1.9477416,1,.059857577,.025722943,2.3270111,1,1,1,1,1,0,0,0,-15.18,0,-.13554601,3.5204608,9.4993839,3.454694,2.0994349,0,-7.5087481,-10.67131,,,,,,,,,0,
2010,Guatemala,90,Latin America,1,700,1,37.9,84.199997,165,9160000,1.11,32.556756309,2270,14.341576,3318.1431,.38814133,.37060851,13351.5,344,3.7,5.1419091,8.0577707,8,35,31,84,60,50,11.505012,.63870251,0,0,0,0,.87671202,0,1,0,0,0,0,700,0,0,1,37.900002,2.4427826,13.367194,48.809139,.077397354,0,.0015857144,.0015857144,.042050291,.22554035,-.12767933,-.20845293,2.4427826,-.44831648,0,.31155571,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3944873490,GTM,1,3318.1433,2999.736495327377,.00033336261,121169120,1.2437342,2.9230378,1.2437606,2.7364504,1.1310576,.084306121,1.5280365,-.98707879,3.8155789,5.2369237,1,1,1,1,1,1,1,1,1,1,-.86664188,1,.27404237,.19306913,1.4194002,1,-1.8606303,1,.070657499,.031398203,2.2503676,1,1,1,1,1,0,0,0,-15.18,0,-.1315767,3.6349511,9.4993839,3.482985,2.086637,0,-7.3454652,-10.563966,,,,,,,,,0,
2011,Guatemala,90,Latin America,1,0,0,48.1,84.800003,152,20022000,1.095,33.9117849,2306,14.706578,3318.1431,.41578299,.39193925,13351.5,344,4.0999999,6.9330468,7.7854185,8,35,34,84.599998,60,50,10.335511,1.3614316,0,0,0,0,.89881003,0,1,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.074456476,0,0,744.56476,.4838616,.16460344,-.10041755,-.16493584,2.3355856,.3085368,0,.37923014,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5305724134,GTM,1,3318.1433,2999.736495327377,.00033336261,156456640,1.8466923,2.9230378,1.2437606,3.1197398,1.2506647,.40582266,1.8021207,-.98707879,3.8155789,5.8076167,1,1,1,1,1,1,1,1,1,1,-.82052189,1,.28491437,.20595932,1.3833526,1,-1.7870296,1,.080808267,.03696635,2.1859953,1,1,1,1,1,0,0,0,-15.18,0,-.10668358,3.8732822,9.4993839,3.5237627,2.0522525,0,-7.3224421,-11.220965,,,,,,,,,0,
2012,Guatemala,90,Latin America,1,0,0,40.5,82.699997,130,13249100,1.051,34.918908244,2315,15.082831,3318.1431,.41040263,.38059458,13351.5,332,2.9000001,3.3225074,7.8336053,8,30,32,84.599998,60,50,8.619072,.87842262,0,0,0,0,.91447401,0,1,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.069681875,0,0,696.81879,.15466882,.075168245,-.11863694,-.16772643,2.1539774,-.12962747,0,.26163688,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5378515600.5,GTM,1,3318.1433,2999.736495327377,.00033336261,154028752,1.805207,2.9230378,1.2437606,3.0877898,1.2338438,.12982695,1.7173105,-.98707879,3.8155789,5.6310267,1,1,1,1,1,1,1,1,1,1,-.83016109,1,.28265667,.20322385,1.3908637,1,-1.394096,1,.15096755,.081644304,1.8490887,1,1,1,1,1,0,0,0,-15.18,0,-.08940623,3.7013021,9.4993839,3.5530286,2.0584228,0,-7.3752484,-10.186408,,,,,,,,,0,
2005,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.013987678,.013987678,.161636,.80952001,.71094,.69531,690050000,11.993102,0,-.2113138
2006,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0072374749,.0072374749,.215363,.82183999,.72413999,.71263999,594360000,12.28008,0,-.19620956
2007,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.008116452,.008116452,.038782,.82894999,.66447002,.64286,464340000,10.565712,0,-.18759546
2008,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.010717661,.010717661,.615399,.84028,.68055999,.65972,564330000,13.330026,0,-.17402011
2009,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.020034101,.020034101,.430449,.81132001,.60377002,.58490998,456050000,12.972584,0,-.20909272
2010,Honduras,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.032555193,.032555193,.640396,.84328002,.67163998,.62686998,633220000,13.369842,0,-.17045622
2005,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.033661377,.038178533,.258065,.78472,.67808002,.65068001,25820000,12.460967,0,-.2424283
2006,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.076765582,.049740657,.310628,.86207002,.6954,.68391001,31710000,12.646351,0,-.14841878
2007,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.093538716,.059449207,.375222,.82894999,.66447002,.64286,57950000,12.835273,0,-.18759546
2008,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.062904164,.056603789,.451564,.82639003,.69444001,.67360997,66120000,13.020473,0,-.19068843
2009,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.08663141,.060565893,.250325,.83087999,.65441,.63971001,108570000,12.430515,0,-.18526992
2010,Costa Rica,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.029721806,.071168654,.362783,.83582002,.66417998,.61940002,93950000,12.80156,0,-.17934197
2005,Panama,95,Latin America,1,0,0,37.5,71.900002,17.6,2859000,4.826,15.4647,4594,3.365929,3580.7891,.4489097,.27478915,14352.56,560,9.8000002,1.748322,1,5,30,34,73.599998,70,70,5.2288685,.84939402,1,37.5,1.654195,5.2288685,.91044801,0,0,37.5,1.654195,13.652279,1,0,0,0,0,0,0,0,.000099999997,1.4337795,14337.795,0,14337.795,.024724286,-.10147857,-.11973192,.62954026,1.654195,-.1632321,4.2872949,.3379648,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1258933287.5,PAN,1,3580.7891,3774.604036665916,.00026492844,81406904,.56431705,1.9747266,1.2437606,2.1124194,.56091583,.08276058,1.0719622,-.98707879,3.8155789,4.2872949,0,0,0,0,0,0,0,0,0,0,-2.5268612,1,.016383963,.0057543488,2.8472314,0,-2.1978064,0,.035646122,.013981454,2.5495288,0,0,0,0,0,0,1,1.02530002550e-11,-11.48794,1,-.093818478,3.624341,9.5716839,2.73856,0,0,-5.4881272,-10.299967,.01059388,.01059388,.050286,.83332998,.69862998,.67808002,26690000,10.825482,0,-.18232559
